time_tag,A_FLUX,B_FLUX,A_QUALITY,B_QUALITY
2013-01-11 05:46:00,1.0765302156077429e-08,3.0266656496273503e-07,0,0
2013-01-11 05:47:00,1.075903942709886e-08,3.1377993144583665e-07,0,0
2013-01-11 05:48:00,1.1090000259853914e-08,3.2221472442271376e-07,0,0
2013-01-11 05:49:00,1.1764894033948833e-08,3.262690598326112e-07,0,0
2013-01-11 05:50:00,1.0079933261153853e-08,3.330529009015479e-07,0,0
2013-01-11 05:51:00,1.0899579153406807e-08,3.451111401074843e-07,0,0
2013-01-11 05:52:00,1.09597367305261e-08,3.390870053199574e-07,0,0
2013-01-11 05:53:00,1.1269544170336843e-08,3.3691570844957885e-07,0,0
2013-01-11 05:54:00,1.1199845096147085e-08,3.232746582382907e-07,0,0
2013-01-11 05:55:00,1.0497623144151253e-08,3.148072759506406e-07,0,0
2013-01-11 05:56:00,1.0895057585435061e-08,3.347278767319388e-07,0,0
2013-01-11 05:57:00,1.0681298143109756e-08,3.189945937486723e-07,0,0
2013-01-11 05:58:00,1.1694125778729104e-08,3.3629071133038646e-07,0,0
2013-01-11 05:59:00,1.1036853951115017e-08,3.2131853916681357e-07,0,0
2013-01-11 06:00:00,1.2073836819806635e-08,3.387439249061763e-07,0,0
2013-01-11 06:01:00,1.090903029056782e-08,3.7062604393612755e-07,0,0
2013-01-11 06:02:00,1.076425271666603e-08,3.198658919011864e-07,0,0
2013-01-11 06:03:00,1.0128139988789663e-08,3.4198581820790866e-07,0,0
2013-01-11 06:04:00,9.947801025418213e-09,3.4071677330501497e-07,0,0
2013-01-11 06:05:00,1.022863158093678e-08,3.272976992141785e-07,0,0
2013-01-11 06:06:00,1.1067914166679063e-08,3.3591355788476046e-07,0,0
2013-01-11 06:07:00,1.1187867374387145e-08,3.265270192321599e-07,0,0
2013-01-11 06:08:00,1.0018874195994006e-08,3.327410220982616e-07,0,0
2013-01-11 06:09:00,1.1454308454123889e-08,3.081756351734724e-07,0,0
2013-01-11 06:10:00,1.0728250328734948e-08,3.3339082612465903e-07,0,0
2013-01-11 06:11:00,1.1104127239193443e-08,3.3977382059153786e-07,0,0
2013-01-11 06:12:00,1.2017021547722458e-08,3.579810830771211e-07,0,0
2013-01-11 06:13:00,1.1555428184974397e-08,3.514516264292809e-07,0,0
2013-01-11 06:14:00,1.0832298726713925e-08,3.6928390698477127e-07,0,0
2013-01-11 06:15:00,1.049866535855729e-08,3.1825504448789644e-07,0,0
2013-01-11 06:16:00,9.926701361324061e-09,3.402276026718475e-07,0,0
2013-01-11 06:17:00,1.0736014415307226e-08,3.293921088652898e-07,0,0
2013-01-11 06:18:00,1.0893980631044985e-08,3.7401145598852745e-07,0,0
2013-01-11 06:19:00,1.0419959803956283e-08,3.2400895172695603e-07,0,0
2013-01-11 06:20:00,1.0824877607206173e-08,3.15128503217993e-07,0,0
2013-01-11 06:21:00,1.0893511317688733e-08,3.2036153176856343e-07,0,0
2013-01-11 06:22:00,1.0938986013268826e-08,2.9210204111694367e-07,0,0
2013-01-11 06:23:00,1.0701059559637184e-08,3.2715140858923623e-07,0,0
2013-01-11 06:24:00,1.1145240719489602e-08,3.2087437550403625e-07,0,0
2013-01-11 06:25:00,1.1226699753377922e-08,3.4201342042613195e-07,0,0
2013-01-11 06:26:00,1.0550816049136484e-08,3.310955805550582e-07,0,0
2013-01-11 06:27:00,1.1748041752035938e-08,3.6033231010789136e-07,0,0
2013-01-11 06:28:00,1.1033876324137726e-08,3.469787788357909e-07,0,0
2013-01-11 06:29:00,1.0998345615530918e-08,3.236121236065419e-07,0,0
2013-01-11 06:30:00,1.132663739544223e-08,3.1417601143310484e-07,0,0
2013-01-11 06:31:00,1.1178868983307e-08,3.335667192299649e-07,0,0
2013-01-11 06:32:00,1.156749985139028e-08,3.1304864773989395e-07,0,0
2013-01-11 06:33:00,1.1184082134731147e-08,3.6490571483670356e-07,0,0
2013-01-11 06:34:00,1.0665567563772631e-08,3.4510947658261473e-07,0,0
2013-01-11 06:35:00,1.1184808406702285e-08,3.287794924228054e-07,0,0
2013-01-11 06:36:00,1.0615630854030311e-08,3.0841683126232457e-07,0,0
2013-01-11 06:37:00,1.1165026163242785e-08,3.533601649818792e-07,0,0
2013-01-11 06:38:00,1.104013017076468e-08,3.280984381293366e-07,0,0
2013-01-11 06:39:00,1.0882811234361758e-08,3.5337198324393484e-07,0,0
2013-01-11 06:40:00,1.1014941873282969e-08,2.999780675445282e-07,0,0
2013-01-11 06:41:00,1.0049260440012203e-08,3.1993622701353947e-07,0,0
2013-01-11 06:42:00,1.0688415534424242e-08,3.188154424704228e-07,0,0
2013-01-11 06:43:00,1.100296598815575e-08,3.346237669833668e-07,0,0
2013-01-11 06:44:00,1.1061424972504398e-08,3.143035885329147e-07,0,0
2013-01-11 06:45:00,1.0113531520827751e-08,3.473537098734033e-07,0,0
2013-01-11 06:46:00,1.1718050152181763e-08,3.1061762569716494e-07,0,0
2013-01-11 06:47:00,1.5505311717355102e-06,5.459524243101582e-06,0,0
2013-01-11 06:48:00,2.396984135785117e-06,8.279190682392336e-06,0,0
2013-01-11 06:49:00,3.705643497275275e-06,1.2651207863870383e-05,0,0
2013-01-11 06:50:00,5.732549564381449e-06,1.942177181293311e-05,0,0
2013-01-11 06:51:00,8.874459948530487e-06,2.9840379740229457e-05,0,0
2013-01-11 06:52:00,1.3736697468904451e-05,4.6066177740941556e-05,0,0
2013-01-11 06:53:00,2.1271499501729658e-05,7.121914258133931e-05,0,0
2013-01-11 06:54:00,3.2939638904880266e-05,0.0001100888916200864,0,0
2013-01-11 06:55:00,5.10107050552069e-05,0.00017031166482695345,0,0
2013-01-11 06:56:00,4.749588364892615e-05,0.00015864469428056608,0,0
2013-01-11 06:57:00,4.422160892366915e-05,0.00014769549174297852,0,0
2013-01-11 06:58:00,4.117399588988431e-05,0.0001375532700332094,0,0
2013-01-11 06:59:00,3.8336522494892655e-05,0.00012808694060770055,0,0
2013-01-11 07:00:00,3.569424349662106e-05,0.00011931069580519579,0,0
2013-01-11 07:01:00,3.323485960189823e-05,0.00011109905798564031,0,0
2013-01-11 07:02:00,3.094447080090611e-05,0.00010343612508625455,0,0
2013-01-11 07:03:00,2.881071012558869e-05,9.634218526122862e-05,0,0
2013-01-11 07:04:00,2.6827049248616205e-05,8.972907936966406e-05,0,0
2013-01-11 07:05:00,2.4976681633087996e-05,8.357946700496784e-05,0,0
2013-01-11 07:06:00,2.3257047865538245e-05,7.780091214650567e-05,0,0
2013-01-11 07:07:00,2.1654498709213838e-05,7.248537941975253e-05,0,0
2013-01-11 07:08:00,2.0161293306204908e-05,6.752536561420391e-05,0,0
2013-01-11 07:09:00,1.877259319372176e-05,6.284047713964258e-05,0,0
2013-01-11 07:10:00,1.7478936205011956e-05,5.853201871159992e-05,0,0
2013-01-11 07:11:00,1.62750437313841e-05,5.451307280196971e-05,0,0
2013-01-11 07:12:00,1.5153783004765896e-05,5.0811298537777654e-05,0,0
2013-01-11 07:13:00,1.411044924193544e-05,4.733242156261387e-05,0,0
2013-01-11 07:14:00,1.3138787948408002e-05,4.410942576670431e-05,0,0
2013-01-11 07:15:00,1.2233970038818236e-05,4.107237245985427e-05,0,0
2013-01-11 07:16:00,1.1390130163766034e-05,3.8288067139928095e-05,0,0
2013-01-11 07:17:00,1.0606115403772596e-05,3.5618698794966645e-05,0,0
2013-01-11 07:18:00,9.874749161261884e-06,3.318959736264134e-05,0,0
2013-01-11 07:19:00,9.195288758510117e-06,3.0954604696436934e-05,0,0
2013-01-11 07:20:00,8.562892595810146e-06,2.884065298229921e-05,0,0
2013-01-11 07:21:00,7.973945129469743e-06,2.6863143221220026e-05,0,0
2013-01-11 07:22:00,7.423489611220837e-06,2.4998589577818305e-05,0,0
2013-01-11 07:23:00,6.912753354764202e-06,2.3334869290106573e-05,0,0
2013-01-11 07:24:00,6.437107124067702e-06,2.173376184674053e-05,0,0
2013-01-11 07:25:00,5.9943881504850536e-06,2.028574632800495e-05,0,0
2013-01-11 07:26:00,5.581184959545574e-06,1.890330788287606e-05,0,0
2013-01-11 07:27:00,5.197908225063184e-06,1.7599088997422877e-05,0,0
2013-01-11 07:28:00,4.839983215521313e-06,1.6411389171827894e-05,0,0
2013-01-11 07:29:00,4.507293960087994e-06,1.5302675407341387e-05,0,0
2013-01-11 07:30:00,4.197562279627261e-06,1.4285693927779626e-05,0,0
2013-01-11 07:31:00,3.9085683348059525e-06,1.3328417565892096e-05,0,0
2013-01-11 07:32:00,3.639790073442552e-06,1.2416597643213648e-05,0,0
2013-01-11 07:33:00,3.38972572933742e-06,1.1601661714747793e-05,0,0
2013-01-11 07:34:00,3.156571995319637e-06,1.0812376667189717e-05,0,0
2013-01-11 07:35:00,2.9398565280376886e-06,1.0071550207197696e-05,0,0
2013-01-11 07:36:00,2.737912337962876e-06,9.409286598180442e-06,0,0
2013-01-11 07:37:00,2.55107988561349e-06,8.773879994016193e-06,0,0
2013-01-11 07:38:00,2.3752093523248564e-06,8.201190414527224e-06,0,0
2013-01-11 07:39:00,2.211554697671749e-06,7.654267662622576e-06,0,0
2013-01-11 07:40:00,2.060705713560545e-06,7.195758170676104e-06,0,0
2013-01-11 07:41:00,1.9188589484985934e-06,6.686834337570529e-06,0,0
2013-01-11 07:42:00,1.7879583769666254e-06,6.2325724114058866e-06,0,0
2013-01-11 07:43:00,1.6651008529168885e-06,5.850320960226111e-06,0,0
2013-01-11 07:44:00,1.5511819393929073e-06,5.453845837146988e-06,0,0
2013-01-11 07:45:00,1.4450110067956636e-06,5.111100215915481e-06,0,0
2013-01-11 07:46:00,1.345194120515404e-06,4.7857647676728065e-06,0,0
2013-01-11 07:47:00,1.2532456317980695e-06,4.490720542340763e-06,0,0
2013-01-11 07:48:00,1.1673752871579522e-06,4.179303549937172e-06,0,0
2013-01-11 07:49:00,1.0884917128096943e-06,3.908503069770164e-06,0,0
2013-01-11 07:50:00,1.015104385769861e-06,3.663731203165311e-06,0,0
2013-01-11 07:51:00,9.462265548121475e-07,3.402983592118334e-06,0,0
2013-01-11 07:52:00,8.809270727226416e-07,3.2038020461837195e-06,0,0
2013-01-11 07:53:00,8.209310939023905e-07,3.049041736570485e-06,0,0
2013-01-11 07:54:00,7.63853062077475e-07,2.864439958573706e-06,0,0
2013-01-11 07:55:00,7.124116166442723e-07,2.661258983589792e-06,0,0
2013-01-11 07:56:00,6.640649747954193e-07,2.5146928911956362e-06,0,0
2013-01-11 07:57:00,6.188521987411049e-07,2.3489842820987723e-06,0,0
2013-01-11 07:58:00,5.771324286898657e-07,2.271179084263946e-06,0,0
2013-01-11 07:59:00,5.38189710437739e-07,2.098236069747607e-06,0,0
2013-01-11 08:00:00,5.010295328365313e-07,1.9552385096347535e-06,0,0
2013-01-11 08:01:00,4.685509638066341e-07,1.8265177757938859e-06,0,0
2013-01-11 08:02:00,4.3591023307939027e-07,1.7108964332675645e-06,0,0
2013-01-11 08:03:00,4.0732419016766893e-07,1.643665555024221e-06,0,0
2013-01-11 08:04:00,3.8109498579612157e-07,1.5403221381635154e-06,0,0
2013-01-11 08:05:00,3.5384219336704723e-07,1.4584898670878872e-06,0,0
2013-01-11 08:06:00,3.294343811182448e-07,1.3790569829202071e-06,0,0
2013-01-11 08:07:00,3.0865060466316493e-07,1.3022080809512344e-06,0,0
2013-01-11 08:08:00,2.88958001078015e-07,1.2805765361486444e-06,0,0
2013-01-11 08:09:00,2.7015275143574683e-07,1.2014466035092407e-06,0,0
2013-01-11 08:10:00,2.507039221264387e-07,1.1262015091804364e-06,0,0
2013-01-11 08:11:00,2.347788682482177e-07,1.0903991559035383e-06,0,0
2013-01-11 08:12:00,2.1907990776180122e-07,1.0284016918375206e-06,0,0
2013-01-11 08:13:00,2.0475490208447126e-07,9.672553990973678e-07,0,0
2013-01-11 08:14:00,1.930744360829821e-07,9.445598262060882e-07,0,0
2013-01-11 08:15:00,1.7824557701117334e-07,8.8941900841529e-07,0,0
2013-01-11 08:16:00,1.6772540214880498e-07,8.291186835382588e-07,0,0
2013-01-11 08:17:00,1.5682392538657498e-07,8.02971652442415e-07,0,0
2013-01-11 08:18:00,1.472662702283716e-07,7.659070716859904e-07,0,0
2013-01-11 08:19:00,1.3726233661612928e-07,7.206838786753175e-07,0,0
2013-01-11 08:20:00,1.2867193818018134e-07,7.430951949153644e-07,0,0
2013-01-11 08:21:00,1.201751893701291e-07,7.282221266006079e-07,0,0
2013-01-11 08:22:00,1.129080418094227e-07,6.436598452092204e-07,0,0
2013-01-11 08:23:00,1.0562437224455427e-07,6.553776270872704e-07,0,0
2013-01-11 08:24:00,9.959308430667713e-08,6.142279578188879e-07,0,0
2013-01-11 08:25:00,9.298435927017278e-08,5.880548242051401e-07,0,0
2013-01-11 08:26:00,8.769241476259196e-08,5.661332504912131e-07,0,0
2013-01-11 08:27:00,8.22539516331172e-08,5.486670180982045e-07,0,0
2013-01-11 08:28:00,7.798364517628855e-08,5.505869405865036e-07,0,0
2013-01-11 08:29:00,7.254837536164847e-08,5.176546664181338e-07,0,0
2013-01-11 08:30:00,6.758352809904352e-08,5.123614773270413e-07,0,0
2013-01-11 08:31:00,6.502150402040099e-08,4.976915842034027e-07,0,0
2013-01-11 08:32:00,6.03175763431634e-08,4.858962738682168e-07,0,0
2013-01-11 08:33:00,5.700548415665909e-08,4.6381908683940076e-07,0,0
2013-01-11 08:34:00,5.357411704758234e-08,4.684505193277876e-07,0,0
2013-01-11 08:35:00,5.187000344698235e-08,4.6326761450544215e-07,0,0
2013-01-11 08:36:00,4.7173703614479076e-08,4.591312925327922e-07,0,0
2013-01-11 08:37:00,4.747572328757394e-08,4.317239874326196e-07,0,0
2013-01-11 08:38:00,4.4028669371513727e-08,4.445479744744882e-07,0,0
2013-01-11 08:39:00,4.1119141880672213e-08,4.3436616571912886e-07,0,0
2013-01-11 08:40:00,3.886218890069233e-08,3.935699781301678e-07,0,0
2013-01-11 08:41:00,1.0924542133645095e-08,3.3460700122305086e-07,0,0
2013-01-11 08:42:00,1.1111967990567924e-08,3.13239806524603e-07,0,0
2013-01-11 08:43:00,1.1095036159984576e-08,3.3154071963775104e-07,0,0
2013-01-11 08:44:00,1.1173230755385793e-08,3.1271007894033645e-07,0,0
2013-01-11 08:45:00,1.0852147960837914e-08,2.820312715184225e-07,0,0
2013-01-11 08:46:00,1.0424549612733093e-08,3.006475417974351e-07,0,0
2013-01-11 08:47:00,1.0611080739060343e-08,3.237566015254416e-07,0,0
2013-01-11 08:48:00,1.0581710893567086e-08,3.2536203145752205e-07,0,0
2013-01-11 08:49:00,1.1413446804302341e-08,3.1816552867125193e-07,0,0
2013-01-11 08:50:00,1.0797111072594242e-08,3.291610704161726e-07,0,0
2013-01-11 08:51:00,9.520652550044718e-09,2.9431227573707133e-07,0,0
2013-01-11 08:52:00,1.1141088132473506e-08,3.308035202518166e-07,0,0
2013-01-11 08:53:00,1.0847109807045254e-08,2.987494671221215e-07,0,0
2013-01-11 08:54:00,1.0832388428641164e-08,3.0866053260976196e-07,0,0
2013-01-11 08:55:00,1.074934650950402e-08,3.2166527245673885e-07,0,0
2013-01-11 08:56:00,1.1424959817659125e-08,3.122101653980292e-07,0,0
2013-01-11 08:57:00,1.1329908563387195e-08,3.163721353486413e-07,0,0
2013-01-11 08:58:00,1.0319114135323166e-08,3.3148301360859955e-07,0,0
2013-01-11 08:59:00,1.0915071200500175e-08,3.094756146082732e-07,0,0
2013-01-11 09:00:00,1.0150675594606617e-08,3.3184631080315167e-07,0,0
2013-01-11 09:01:00,9.906833833091513e-09,3.0306545259253384e-07,0,0
2013-01-11 09:02:00,1.0300948056840878e-08,3.317380756871419e-07,0,0
2013-01-11 09:03:00,1.103287749992585e-08,3.4697315462068144e-07,0,0
2013-01-11 09:04:00,1.1207832753592428e-08,2.746302577835569e-07,0,0
2013-01-11 09:05:00,1.0799652089161329e-08,3.1350189241208526e-07,0,0
2013-01-11 09:06:00,1.1100814147260125e-08,3.3126306641192723e-07,0,0
2013-01-11 09:07:00,1.0959671782664743e-08,3.2420434376578347e-07,0,0
2013-01-11 09:08:00,1.0358335082271913e-08,3.2864616462974796e-07,0,0
2013-01-11 09:09:00,1.0858466555709623e-08,3.1630489803063837e-07,0,0
2013-01-11 09:10:00,1.1417902121527164e-08,3.239529592049285e-07,0,0
2013-01-11 09:11:00,1.1217283320371815e-08,3.2438279883975194e-07,0,0
2013-01-11 09:12:00,1.1196819306845364e-08,3.4189079938468074e-07,0,0
2013-01-11 09:13:00,1.1072374099128542e-08,3.2354526927277605e-07,0,0
2013-01-11 09:14:00,1.0789561931903837e-08,3.3664778418841464e-07,0,0
2013-01-11 09:15:00,1.1142452121390892e-08,3.1767018781861515e-07,0,0
2013-01-11 09:16:00,1.0506658973579307e-08,3.148135150120016e-07,0,0
2013-01-11 09:17:00,1.0235241614673054e-08,3.0632598161352645e-07,0,0
2013-01-11 09:18:00,1.0493557326168778e-08,3.193661022336199e-07,0,0
2013-01-11 09:19:00,1.0352436338325176e-08,3.14156749026599e-07,0,0
2013-01-11 09:20:00,1.0387615331734526e-08,3.24631307077614e-07,0,0
2013-01-11 09:21:00,1.0698928311005463e-08,3.509701869115821e-07,0,0
2013-01-11 09:22:00,1.013640201269617e-08,3.3395116873207416e-07,0,0
2013-01-11 09:23:00,1.0516470054920042e-08,3.217276326376739e-07,0,0
2013-01-11 09:24:00,9.731138410311462e-09,3.420532216779157e-07,0,0
2013-01-11 09:25:00,1.0691082869844998e-08,3.0659500176164983e-07,0,0
2013-01-11 09:26:00,1.0544633594103235e-08,2.87206366706075e-07,0,0
2013-01-11 09:27:00,1.0353654602089043e-08,2.9884996923708733e-07,0,0
2013-01-11 09:28:00,1.0992754815020835e-08,2.880555061850887e-07,0,0
2013-01-11 09:29:00,1.1183713379792405e-08,3.10711579920551e-07,0,0
2013-01-11 09:30:00,9.70594632576062e-09,3.1612664331764017e-07,0,0
2013-01-11 09:31:00,1.008520694643176e-08,3.3965642218574385e-07,0,0
2013-01-11 09:32:00,1.0143561260407414e-08,3.226156703986167e-07,0,0
2013-01-11 09:33:00,1.009804570338305e-08,3.116412257607189e-07,0,0
2013-01-11 09:34:00,1.0935587665539233e-08,3.166118993718263e-07,0,0
2013-01-11 09:35:00,1.0486783934477135e-08,2.947103366224692e-07,0,0
2013-01-11 09:36:00,1.02784300552431e-08,3.267985696481085e-07,0,0
2013-01-11 09:37:00,9.461885730589244e-09,3.2807914818762345e-07,0,0
2013-01-11 09:38:00,1.0987875782127832e-08,2.948551342097722e-07,0,0
2013-01-11 09:39:00,1.0000677017967257e-08,3.30085903233484e-07,0,0
2013-01-11 09:40:00,1.0564675562662695e-08,3.310562899771838e-07,0,0
2013-01-11 09:41:00,1.0614366647783482e-08,3.200272896916386e-07,0,0
2013-01-11 09:42:00,1.1205989059524335e-08,3.279202866970562e-07,0,0
2013-01-11 09:43:00,9.855000235733382e-09,3.6005186619462397e-07,0,0
2013-01-11 09:44:00,9.142707942189407e-09,3.2050142830842114e-07,0,0
2013-01-11 09:45:00,1.0744384603452177e-08,3.1389330873755563e-07,0,0
2013-01-11 09:46:00,1.1494677785283145e-08,3.0726766608104065e-07,0,0
2013-01-11 09:47:00,1.1105461766549614e-08,3.0390068731499516e-07,0,0
2013-01-11 09:48:00,1.0681032039612556e-08,3.2742947274037933e-07,0,0
2013-01-11 09:49:00,1.0201197156473665e-08,3.01842440454644e-07,0,0
2013-01-11 09:50:00,1.0917844338960097e-08,3.1674973628722927e-07,0,0
2013-01-11 09:51:00,1.0164229278498612e-08,3.0810184591230185e-07,0,0
2013-01-11 09:52:00,1.0864882011474883e-08,3.237688164794748e-07,0,0
2013-01-11 09:53:00,1.0809867001547302e-08,3.157492137366348e-07,0,0
2013-01-11 09:54:00,1.0966538770081549e-08,3.288498113810253e-07,0,0
2013-01-11 09:55:00,1.209445735422621e-08,3.011497621915491e-07,0,0
2013-01-11 09:56:00,1.082807395432436e-08,3.1606631846475685e-07,0,0
2013-01-11 09:57:00,1.0208093908904675e-08,2.8970550766304577e-07,0,0
2013-01-11 09:58:00,1.0627661020205086e-08,3.1402280259007804e-07,0,0
2013-01-11 09:59:00,9.742418845042512e-09,3.279980210657289e-07,0,0
2013-01-11 10:00:00,1.0306388066346937e-08,3.2559105658612e-07,0,0
2013-01-11 10:01:00,1.031257693349376e-08,2.876362240722575e-07,0,0
2013-01-11 10:02:00,1.027823758430667e-08,3.269046631619813e-07,0,0
2013-01-11 10:03:00,1.070863639685453e-08,3.3635407709231376e-07,0,0
2013-01-11 10:04:00,1.0105609434520521e-08,3.1601206499095656e-07,0,0
2013-01-11 10:05:00,1.1033415366634934e-08,3.4273532007303206e-07,0,0
2013-01-11 10:06:00,1.0430797295047568e-08,3.099906807991736e-07,0,0
2013-01-11 10:07:00,1.0490684671602932e-08,2.9852100497530967e-07,0,0
2013-01-11 10:08:00,1.016856848082966e-08,2.826893579230722e-07,0,0
2013-01-11 10:09:00,1.0531165056953375e-08,3.30313816623148e-07,0,0
2013-01-11 10:10:00,1.1010317767109738e-08,3.2260503891608874e-07,0,0
2013-01-11 10:11:00,9.793442445328117e-09,3.1174889991142386e-07,0,0
2013-01-11 10:12:00,1.0267439042014405e-08,3.204714404432148e-07,0,0
2013-01-11 10:13:00,1.040320090299021e-08,2.936242918215835e-07,0,0
2013-01-11 10:14:00,9.718831857491708e-09,3.566518685997225e-07,0,0
2013-01-11 10:15:00,1.0075917776844802e-08,3.249245080822634e-07,0,0
2013-01-11 10:16:00,1.0191433122303212e-08,3.1889552460855245e-07,0,0
2013-01-11 10:17:00,1.102199049685364e-08,3.243085528825646e-07,0,0
2013-01-11 10:18:00,1.0664900164538566e-08,3.195645688181429e-07,0,0
2013-01-11 10:19:00,1.0386260754614653e-08,3.1448335750068016e-07,0,0
2013-01-11 10:20:00,1.09325631163961e-08,3.064154123350152e-07,0,0
2013-01-11 10:21:00,1.0325081601588246e-08,3.1682631239647667e-07,0,0
2013-01-11 10:22:00,1.0626552083969102e-08,3.4343915136130296e-07,0,0
2013-01-11 10:23:00,1.0282595215682587e-08,3.3425525451762566e-07,0,0
2013-01-11 10:24:00,1.0718795903890078e-08,3.355242010588013e-07,0,0
2013-01-11 10:25:00,1.0206326309501764e-08,2.972933425868387e-07,0,0
2013-01-11 10:26:00,9.129461521284909e-09,2.984673117546797e-07,0,0
2013-01-11 10:27:00,1.0189990870569421e-08,3.0953006988101324e-07,0,0
2013-01-11 10:28:00,1.1116376683748799e-08,3.1504012796871244e-07,0,0
2013-01-11 10:29:00,1.0920646909837941e-08,3.264001031372007e-07,0,0
2013-01-11 10:30:00,1.0918314677466146e-08,2.9226191894344866e-07,0,0
2013-01-11 10:31:00,1.1163783995999212e-08,3.316644212950034e-07,0,0
2013-01-11 10:32:00,1.049790464285653e-08,3.172962770771825e-07,0,0
2013-01-11 10:33:00,1.056853330118757e-08,2.9575604192494254e-07,0,0
2013-01-11 10:34:00,1.0082200352466923e-08,2.9777146323353044e-07,0,0
2013-01-11 10:35:00,1.0059264092361645e-08,2.885136143770298e-07,0,0
2013-01-11 10:36:00,1.06608202460335e-08,3.1977386558243553e-07,0,0
2013-01-11 10:37:00,1.1100790221214894e-08,3.1383711853377405e-07,0,0
2013-01-11 10:38:00,1.0271341101799001e-08,2.974579750277358e-07,0,0
2013-01-11 10:39:00,1.0164364075740711e-08,2.797866384576733e-07,0,0
2013-01-11 10:40:00,1.0308594062714195e-08,3.075549591051004e-07,0,0
2013-01-11 10:41:00,1.054852896507955e-08,3.2460336841669386e-07,0,0
2013-01-11 10:42:00,9.600031153919005e-09,3.0113367368093575e-07,0,0
2013-01-11 10:43:00,9.238558031938362e-09,2.9554851194095765e-07,0,0
2013-01-11 10:44:00,9.977848611067594e-09,3.0302053501782364e-07,0,0
2013-01-11 10:45:00,9.684990199896707e-09,2.995252675387621e-07,0,0
2013-01-11 10:46:00,9.9627168771688e-09,2.694354962735309e-07,0,0
2013-01-11 10:47:00,1.0347314984097282e-08,3.188398963269397e-07,0,0
2013-01-11 10:48:00,1.0046744133782844e-08,2.96506139671384e-07,0,0
2013-01-11 10:49:00,1.122434255840869e-08,3.1478210869179313e-07,0,0
2013-01-11 10:50:00,1.0621336584888816e-08,3.463769809423989e-07,0,0
2013-01-11 10:51:00,1.0442382894478566e-08,3.3602387032241263e-07,0,0
2013-01-11 10:52:00,1.0514808071546211e-08,3.040745449380329e-07,0,0
2013-01-11 10:53:00,9.508354808085564e-09,2.8578434593780766e-07,0,0
2013-01-11 10:54:00,1.0683244129307165e-08,3.6129848874561807e-07,0,0
2013-01-11 10:55:00,1.0101676923710938e-08,3.1722418022112044e-07,0,0
2013-01-11 10:56:00,1.0761826552223833e-08,3.1182121075574947e-07,0,0
2013-01-11 10:57:00,9.745219978787864e-09,3.036522593460694e-07,0,0
2013-01-11 10:58:00,9.536975369355124e-09,3.107795683541085e-07,0,0
2013-01-11 10:59:00,1.0467381520746116e-08,3.0481733898359195e-07,0,0
2013-01-11 11:00:00,1.0331956297114338e-08,3.0066021906821526e-07,0,0
2013-01-11 11:01:00,9.88922282137889e-09,3.0653870082235754e-07,0,0
2013-01-11 11:02:00,9.84102908550772e-09,3.1134707640783924e-07,0,0
2013-01-11 11:03:00,1.082247071254922e-08,2.9370124259671295e-07,0,0
2013-01-11 11:04:00,9.705229515780097e-09,3.033250714215737e-07,0,0
2013-01-11 11:05:00,1.1275493874066467e-08,3.10275906106696e-07,0,0
2013-01-11 11:06:00,9.75886248735129e-09,3.064914131675956e-07,0,0
2013-01-11 11:07:00,1.056588330702798e-08,3.3811185307430406e-07,0,0
2013-01-11 11:08:00,1.0075636188167397e-08,2.630591396781381e-07,0,0
2013-01-11 11:09:00,1.0770814041578926e-08,3.2357808966879037e-07,0,0
2013-01-11 11:10:00,9.730374777301887e-09,3.2347583019917074e-07,0,0
2013-01-11 11:11:00,1.019574126074072e-08,2.6830236686257435e-07,0,0
2013-01-11 11:12:00,1.0215340193423845e-08,3.0270962150212917e-07,0,0
2013-01-11 11:13:00,9.759719269930566e-09,3.129755807482388e-07,0,0
2013-01-11 11:14:00,1.0516433240016275e-08,2.7593129902999604e-07,0,0
2013-01-11 11:15:00,9.929951998233246e-09,2.9396683394339166e-07,0,0
2013-01-11 11:16:00,1.0144142679839806e-08,2.923561088901151e-07,0,0
2013-01-11 11:17:00,1.000183112911154e-08,3.341272872858578e-07,0,0
2013-01-11 11:18:00,9.036854000269557e-09,3.1946838158227484e-07,0,0
2013-01-11 11:19:00,9.994379170757149e-09,3.188205641265242e-07,0,0
2013-01-11 11:20:00,1.1433326709609232e-08,3.1752437590510345e-07,0,0
2013-01-11 11:21:00,1.0528765665397808e-08,2.8449347974599795e-07,0,0
2013-01-11 11:22:00,9.973660885262242e-09,2.8604850775568953e-07,0,0
2013-01-11 11:23:00,9.99303148978896e-09,3.182830004968876e-07,0,0
2013-01-11 11:24:00,1.0239081329800218e-08,2.913658987842492e-07,0,0
2013-01-11 11:25:00,1.0304144605021768e-08,3.1581170499042404e-07,0,0
2013-01-11 11:26:00,9.668928520015846e-09,3.018823929240617e-07,0,0
2013-01-11 11:27:00,1.0771286441285636e-08,3.0396578067911764e-07,0,0
2013-01-11 11:28:00,1.0432841322210933e-08,3.1623996785099067e-07,0,0
2013-01-11 11:29:00,1.0489100392480415e-08,3.153314928134416e-07,0,0
2013-01-11 11:30:00,1.05127898097175e-08,2.9693128680083916e-07,0,0
2013-01-11 11:31:00,1.020740992394783e-08,3.2840959324850064e-07,0,0
2013-01-11 11:32:00,1.0466917244401107e-08,2.8922295410313046e-07,0,0
2013-01-11 11:33:00,1.039547799147977e-08,3.1392486820086986e-07,0,0
